"EPC","Time","Antenna","RSS(dbm)","PhaseAngle(Radian)","PhaseAngle(Degree)","DopplerShift(Hz)","Velocity"
"FFFFFFFFFFFFFFFFE2000005","0","0","0","6.2709134608765","359.296875","0","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","0","6.2709134608765","359.296875","26","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","6.2709134608765","359.296875","26","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.10477711468054","177.890625","26","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.10477711468054","177.890625","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.10477711468054","177.890625","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11091303783208","178.2421875","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11091303783208","178.2421875","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11091303783208","178.2421875","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11091303783208","178.2421875","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11091303783208","178.2421875","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11091303783208","178.2421875","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11704896098362","178.59375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11704896098362","178.59375","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11704896098362","178.59375","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11091303783208","178.2421875","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11091303783208","178.2421875","130","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11091303783208","178.2421875","130","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11704896098362","178.59375","130","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11704896098362","178.59375","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.11704896098362","178.59375","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12932080728671","179.296875","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12932080728671","179.296875","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12932080728671","179.296875","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","156","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","156","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","156","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12318488413517","178.9453125","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","130","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","130","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.14159265358979","180","130","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.14159265358979","180","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.14159265358979","180","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12932080728671","179.296875","52","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12932080728671","179.296875","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.12932080728671","179.296875","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.14159265358979","180","104","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.14159265358979","180","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.14159265358979","180","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.14772857674134","180.3515625","78","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.14772857674134","180.3515625","143","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.14772857674134","180.3515625","143","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","143","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","156","0"
"FFFFFFFFFFFFFFFFE2000005","0","0","-25","3.13545673043825","179.6484375","156","0"
