EPC,DopplerShift(Hz),Time,Antenna,TxPower,Frequency(MHz),RSS(dbm),PhaseAngle(Radian),PhaseAngle(Degree)
BBBB BBBB BBBB BBBB BBBB 3121,4.06,1405650000000000.00 ,1,30,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,30,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,30,924.375,-60,3.258175193,186.6796875
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,30,924.375,-57.5,3.828816047,39.375
BBBB BBBB BBBB BBBB BBBB 36D3,-0.56,1405650000000000.00 ,1,30,924.375,-59,6.203418306,355.4296875
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,30,924.375,-59,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,30,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,30,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,30,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,30,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,30,924.375,-59,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,30,924.375,-60,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,30,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,30,924.375,-59,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,30,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,30,924.375,-60,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 3121,4.06,1405650000000000.00 ,1,30,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 3161,-1.5,1405650000000000.00 ,1,30,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,30,924.375,-59,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,30,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,30,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,30.25,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,30.25,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3161,-1.81,1405650000000000.00 ,1,30.25,924.375,-60,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 3121,3.19,1405650000000000.00 ,1,30.25,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,30.25,924.375,-59,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3121,3.5,1405650000000000.00 ,1,30.25,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,30.25,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 36D3,3.5,1405650000000000.00 ,1,30.25,924.375,-59,6.117515382,350.5078125
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,30.25,924.375,-57.5,3.828816047,39.375
BBBB BBBB BBBB BBBB BBBB 36D3,-2.13,1405650000000000.00 ,1,30.25,924.375,-59,6.197282383,355.078125
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,30.25,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,30.25,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,30.25,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,30.25,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3161,-0.56,1405650000000000.00 ,1,30.25,924.375,-60,3.276582963,187.734375
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,30.25,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,30.25,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,30.25,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,30.25,924.375,-57.5,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,30.25,924.375,-60,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 36D3,-0.56,1405650000000000.00 ,1,30.25,924.375,-59,6.19114646,354.7265625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,30.25,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,30.25,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,30.25,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,30.25,924.375,-60,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,30.5,924.375,-58,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,30.5,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,30.5,924.375,-60,3.25203927,186.328125
BBBB BBBB BBBB BBBB BBBB 36D3,-0.56,1405650000000000.00 ,1,30.5,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,30.5,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,30.5,924.375,-57.5,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,30.5,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 3121,3.5,1405650000000000.00 ,1,30.5,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,30.5,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,30.5,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,30.5,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,30.5,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,30.5,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 3161,2.88,1405650000000000.00 ,1,30.5,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,30.5,924.375,-57.5,3.828816047,219.375
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,30.5,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,30.5,924.375,-59,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,30.5,924.375,-57.5,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,30.5,924.375,-60,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,30.5,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,30.5,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,30.5,924.375,-60,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,30.5,924.375,-57.5,3.828816047,39.375
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,30.5,924.375,-59,6.111379459,350.15625
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,30.5,924.375,-60,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 36D3,2.56,1405650000000000.00 ,1,30.75,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,30.75,924.375,-57.5,3.828816047,39.375
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,30.75,924.375,-60,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,30.75,924.375,-60,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,30.75,924.375,-59,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,30.75,924.375,-57.5,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,30.75,924.375,-60,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,30.75,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 36D3,3.5,1405650000000000.00 ,1,30.75,924.375,-59,6.123651305,350.859375
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,30.75,924.375,-60,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,30.75,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,30.75,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,30.75,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,30.75,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,30.75,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,30.75,924.375,-59,6.203418306,355.4296875
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,30.75,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,30.75,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 3161,-0.56,1405650000000000.00 ,1,30.75,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,31,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,31,924.375,-59,6.197282383,355.078125
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,31,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,31,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,31,924.375,-60,3.245903347,5.9765625
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,31,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,31,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,31,924.375,-57.5,3.804272354,217.96875
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,31,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,31,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,31,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3121,3.5,1405650000000000.00 ,1,31,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 3121,5,1405650000000000.00 ,1,31,924.375,-57.5,3.779728661,36.5625
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,31,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,31,924.375,-60,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,31,924.375,-60,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,31,924.375,-59,6.221826076,356.484375
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,31.25,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,31.25,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,31.25,924.375,-57.5,3.828816047,39.375
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,31.25,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,31.25,924.375,-59,6.185010537,354.375
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,31.25,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 3161,-0.56,1405650000000000.00 ,1,31.25,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,31.25,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,31.25,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,31.25,924.375,-60,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,31.25,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,31.25,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 36D3,3.5,1405650000000000.00 ,1,31.25,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,31.25,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,31.25,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,31.25,924.375,-60,3.245903347,5.9765625
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,31.25,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,31.25,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,31.25,924.375,-59,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,31.25,924.375,-57.5,3.804272354,37.96875
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,31.25,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,31.25,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,31.25,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 3161,-0.88,1405650000000000.00 ,1,31.25,924.375,-60,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,31.25,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,31.5,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,31.5,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,31.5,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,31.5,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,31.5,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,31.5,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,31.5,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,31.5,924.375,-59,6.135923152,351.5625
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,31.5,924.375,-60,3.27044704,187.3828125
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,31.5,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,31.5,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,31.5,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 36D3,-1.19,1405650000000000.00 ,1,31.5,924.375,-59,6.185010537,354.375
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,31.5,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,31.5,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,31.5,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,31.5,924.375,-59,6.185010537,354.375
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,31.5,924.375,-60,3.245903347,5.9765625
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,31.5,924.375,-60,3.233631501,5.2734375
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,31.5,924.375,-59,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,31.5,924.375,-57.5,3.798136431,37.6171875
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,31.5,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,31.5,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,31.5,924.375,-60,3.245903347,5.9765625
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,31.75,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,31.75,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,31.75,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,31.75,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,31.75,924.375,-59,6.203418306,355.4296875
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,31.75,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,31.75,924.375,-60,3.239767424,5.625
BBBB BBBB BBBB BBBB BBBB 3121,0,1405650000000000.00 ,1,31.75,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,31.75,924.375,-59,6.19114646,354.7265625
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,31.75,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,31.75,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,31.75,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,31.75,924.375,-57.5,3.828816047,39.375
BBBB BBBB BBBB BBBB BBBB 36D3,4.06,1405650000000000.00 ,1,31.75,924.375,-59,6.135923152,351.5625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,31.75,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,31.75,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,31.75,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,31.75,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,31.75,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,31.75,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,31.75,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,31.75,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,31.75,924.375,-60,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,32,924.375,-57.5,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,32,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,32,924.375,-60,3.233631501,5.2734375
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,32,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,32,924.375,-59,6.185010537,354.375
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,32,924.375,-57.5,3.828816047,39.375
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,32,924.375,-59,6.19114646,354.7265625
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,32,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,32,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,32,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 36D3,-1.19,1405650000000000.00 ,1,32,924.375,-59,6.185010537,354.375
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,32,924.375,-57.5,3.804272354,37.96875
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,32,924.375,-59,6.185010537,354.375
BBBB BBBB BBBB BBBB BBBB 3121,-0.88,1405650000000000.00 ,1,32,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,32,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,32,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,32,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,32,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,32,924.375,-60,3.233631501,5.2734375
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,32,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,32.25,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,32.25,924.375,-60,3.239767424,5.625
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,32.25,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 36D3,5.31,1405650000000000.00 ,1,32.25,924.375,-59,6.129787228,351.2109375
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,32.25,924.375,-60,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,32.25,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,32.25,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,32.25,924.375,-60,3.245903347,5.9765625
BBBB BBBB BBBB BBBB BBBB 36D3,-0.88,1405650000000000.00 ,1,32.25,924.375,-59,6.203418306,355.4296875
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,32.25,924.375,-57.5,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,32.25,924.375,-59,6.209554229,355.78125
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,32.25,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,32.25,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,32.25,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,32.25,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,32.25,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,32.25,924.375,-60,3.245903347,5.9765625
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,32.25,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,32.5,924.375,-59,6.203418306,355.4296875
