EPC,DopplerShift(Hz),Time,Antenna,TxPower,Frequency(MHz),RSS(dbm),PhaseAngle(Radian),PhaseAngle(Degree)
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,25.5,924.375,-60,3.761320892,215.5078125
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,25.5,924.375,-60,3.693825737,31.640625
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,25.5,924.375,-59.5,4.49763167,77.6953125
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,25.5,924.375,-59.5,4.424000592,73.4765625
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,25.5,924.375,-60,3.69996166,31.9921875
BBBB BBBB BBBB BBBB BBBB 3121,4.06,1405650000000000.00 ,1,25.5,924.375,-61,4.129476281,236.6015625
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,25.5,924.375,-60.5,3.650874275,29.1796875
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,25.5,924.375,-60.5,3.632466506,28.125
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,25.5,924.375,-60.5,3.657010198,29.53125
BBBB BBBB BBBB BBBB BBBB 36D3,-0.56,1405650000000000.00 ,1,25.5,924.375,-59.5,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,25.5,924.375,-59.5,3.215223731,4.21875
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,25.5,924.375,-60.5,3.669282045,210.234375
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,25.5,924.375,-60.5,3.657010198,29.53125
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,25.5,924.375,-59,3.184544116,2.4609375
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,25.5,924.375,-59,6.221826076,356.484375
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,25.5,924.375,-60.5,3.644738352,28.828125
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,25.5,924.375,-60.5,3.626330583,27.7734375
BBBB BBBB BBBB BBBB BBBB 36D3,-2.13,1405650000000000.00 ,1,25.5,924.375,-59.5,6.270913461,359.296875
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,25.5,924.375,-59.5,6.246369768,357.890625
BBBB BBBB BBBB BBBB BBBB E117,-1.5,1405650000000000.00 ,1,25.5,924.375,-64,4.160155897,58.359375
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,25.5,924.375,-59.5,3.509748043,21.09375
BBBB BBBB BBBB BBBB BBBB E117,1.81,1405650000000000.00 ,1,25.5,924.375,-63.5,3.988350049,48.515625
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,25.5,924.375,-59,6.227961999,356.8359375
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,25.5,924.375,-59,3.38702958,14.0625
BBBB BBBB BBBB BBBB BBBB 36D3,-0.88,1405650000000000.00 ,1,25.75,924.375,-58.5,6.209554229,355.78125
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,25.75,924.375,-61,4.209243282,61.171875
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,25.75,924.375,-59.5,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB E117,1.5,1405650000000000.00 ,1,25.75,924.375,-64,3.540427658,22.8515625
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,25.75,924.375,-61,4.276738437,65.0390625
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,25.75,924.375,-58.5,6.013204689,344.53125
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,25.75,924.375,-60,3.178408192,2.109375
BBBB BBBB BBBB BBBB BBBB 3161,-2.56,1405650000000000.00 ,1,25.75,924.375,-60.5,3.221359655,4.5703125
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,25.75,924.375,-59.5,4.233786975,62.578125
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,25.75,924.375,-59,5.835262917,334.3359375
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,25.75,924.375,-59.5,5.773903686,330.8203125
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,25.75,924.375,-61,3.196815962,3.1640625
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,25.75,924.375,-59,4.092660742,54.4921875
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,25.75,924.375,-61,3.160000423,1.0546875
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,25.75,924.375,-59.5,3.963806356,47.109375
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,25.75,924.375,-60,3.884039355,42.5390625
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,25.75,924.375,-59,6.246369768,357.890625
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,25.75,924.375,-58.5,6.258641615,358.59375
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,25.75,924.375,-58.5,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,25.75,924.375,-58.5,6.105243536,349.8046875
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,25.75,924.375,-58.5,6.056156151,346.9921875
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,25.75,924.375,-60,4.601942364,83.671875
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,25.75,924.375,-59,4.509903516,78.3984375
BBBB BBBB BBBB BBBB BBBB 36D3,-0.88,1405650000000000.00 ,1,26,924.375,-59,6.013204689,344.53125
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,26,924.375,-60.5,3.669282045,30.234375
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,26,924.375,-60.5,3.626330583,27.7734375
BBBB BBBB BBBB BBBB BBBB 36D3,2.56,1405650000000000.00 ,1,26,924.375,-59,5.970253226,342.0703125
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,26,924.375,-58.5,4.325825822,67.8515625
BBBB BBBB BBBB BBBB BBBB 36D3,-2.13,1405650000000000.00 ,1,26,924.375,-59.5,6.050020227,346.640625
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,26,924.375,-58.5,4.26446659,64.3359375
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,26,924.375,-60,3.515883966,21.4453125
BBBB BBBB BBBB BBBB BBBB 3161,-0.88,1405650000000000.00 ,1,26,924.375,-60.5,3.460660657,18.28125
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,26,924.375,-59.5,6.037748381,345.9375
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,26,924.375,-59,4.074252973,53.4375
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,26,924.375,-59,4.037437434,51.328125
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,26,924.375,-60.5,3.362485887,192.65625
BBBB BBBB BBBB BBBB BBBB 36D3,-0.56,1405650000000000.00 ,1,26,924.375,-59.5,6.111379459,350.15625
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,26,924.375,-61,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,26,924.375,-60,3.976078202,47.8125
BBBB BBBB BBBB BBBB BBBB 36D3,-1.19,1405650000000000.00 ,1,26,924.375,-59.5,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,26,924.375,-61.5,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 36D3,2.56,1405650000000000.00 ,1,26,924.375,-59.5,6.209554229,355.78125
BBBB BBBB BBBB BBBB BBBB 36D3,2.56,1405650000000000.00 ,1,26,924.375,-59,6.215690153,356.1328125
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,26,924.375,-58.5,6.240233845,357.5390625
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,26,924.375,-61,3.779728661,36.5625
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,26,924.375,-59.5,4.884194829,279.84375
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,26,924.375,-61,3.749049046,214.8046875
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,26,924.375,-57.5,6.050020227,346.640625
BBBB BBBB BBBB BBBB BBBB E117,0.56,1405650000000000.00 ,1,26.25,924.375,-64,4.289010283,65.7421875
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,26.25,924.375,-61,3.755184969,35.15625
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,26.25,924.375,-57.5,6.037748381,345.9375
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,26.25,924.375,-59,4.921010368,101.953125
BBBB BBBB BBBB BBBB BBBB E117,1.81,1405650000000000.00 ,1,26.25,924.375,-64,4.215379205,61.5234375
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,26.25,924.375,-59,4.914874444,281.6015625
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,26.25,924.375,-61,3.742913122,214.453125
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,26.25,924.375,-57.5,5.970253226,342.0703125
BBBB BBBB BBBB BBBB BBBB E117,0.25,1405650000000000.00 ,1,26.25,924.375,-64,4.252194744,63.6328125
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,26.25,924.375,-57.5,5.939573611,340.3125
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,26.25,924.375,-61,3.779728661,216.5625
BBBB BBBB BBBB BBBB BBBB E117,0.56,1405650000000000.00 ,1,26.25,924.375,-64.5,4.26446659,64.3359375
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,26.25,924.375,-58.5,4.84737929,277.734375
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,26.25,924.375,-61,3.730641276,213.75
BBBB BBBB BBBB BBBB BBBB E117,0.25,1405650000000000.00 ,1,26.25,924.375,-64,4.246058821,63.28125
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,26.25,924.375,-58,5.951845457,341.015625
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,26.25,924.375,-58.5,4.767612289,273.1640625
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,26.25,924.375,-61,3.736777199,214.1015625
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,26.25,924.375,-58.5,4.773748212,93.515625
BBBB BBBB BBBB BBBB BBBB E117,-2.13,1405650000000000.00 ,1,26.25,924.375,-64.5,4.246058821,63.28125
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,26.25,924.375,-58,5.964117303,341.71875
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,26.25,924.375,-58.5,4.71238898,90
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,26.25,924.375,-61,3.712233507,32.6953125
BBBB BBBB BBBB BBBB BBBB E117,-0.56,1405650000000000.00 ,1,26.5,924.375,-64,4.209243282,61.171875
BBBB BBBB BBBB BBBB BBBB 36D3,-1.5,1405650000000000.00 ,1,26.5,924.375,-58,6.007068765,344.1796875
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,26.5,924.375,-61.5,3.712233507,32.6953125
BBBB BBBB BBBB BBBB BBBB E117,2.13,1405650000000000.00 ,1,26.5,924.375,-64,4.154019974,238.0078125
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,26.5,924.375,-58,6.013204689,344.53125
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,26.5,924.375,-59,4.681709365,88.2421875
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,26.5,924.375,-61.5,3.736777199,214.1015625
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,26.5,924.375,-59.5,4.693981211,88.9453125
BBBB BBBB BBBB BBBB BBBB E117,2.44,1405650000000000.00 ,1,26.5,924.375,-64.5,4.129476281,56.6015625
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,26.5,924.375,-58,6.031612458,345.5859375
BBBB BBBB BBBB BBBB BBBB E117,4.56,1405650000000000.00 ,1,26.5,924.375,-64.5,4.111068512,55.546875
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,26.5,924.375,-60,4.657165672,86.8359375
BBBB BBBB BBBB BBBB BBBB 36D3,2.88,1405650000000000.00 ,1,26.5,924.375,-58,6.000932842,343.828125
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,26.5,924.375,-62,3.736777199,34.1015625
BBBB BBBB BBBB BBBB BBBB E117,-0.25,1405650000000000.00 ,1,26.5,924.375,-64.5,4.123340358,56.25
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,26.5,924.375,-58.5,5.970253226,342.0703125
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,26.5,924.375,-59.5,4.675573441,87.890625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,26.5,924.375,-61.5,3.767456815,35.859375
BBBB BBBB BBBB BBBB BBBB 3121,5.31,1405650000000000.00 ,1,26.5,924.375,-59.5,4.61421421,84.375
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,26.5,924.375,-61.5,3.724505353,33.3984375
BBBB BBBB BBBB BBBB BBBB E117,3.63,1405650000000000.00 ,1,26.5,924.375,-64.5,4.012893741,49.921875
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,26.5,924.375,-58.5,6.013204689,344.53125
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,26.75,924.375,-59,5.994796919,343.4765625
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,26.75,924.375,-59,4.601942364,83.671875
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,26.75,924.375,-61.5,3.687689814,211.2890625
BBBB BBBB BBBB BBBB BBBB E117,0.88,1405650000000000.00 ,1,26.75,924.375,-64.5,3.994485972,48.8671875
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,26.75,924.375,-59,4.534447209,79.8046875
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,26.75,924.375,-59,6.031612458,345.5859375
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,26.75,924.375,-61,3.675417968,30.5859375
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,26.75,924.375,-59,6.037748381,345.9375
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,26.75,924.375,-61,3.632466506,28.125
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,26.75,924.375,-58.5,4.51603944,78.75
BBBB BBBB BBBB BBBB BBBB 36D3,2.56,1405650000000000.00 ,1,26.75,924.375,-59,6.019340612,344.8828125
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,26.75,924.375,-60.5,3.626330583,27.7734375
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,26.75,924.375,-58,4.3994569,72.0703125
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,26.75,924.375,-57.5,4.405592823,72.421875
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,26.75,924.375,-59,6.019340612,344.8828125
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,26.75,924.375,-60.5,3.607922813,26.71875
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,26.75,924.375,-57.5,4.319689899,67.5
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,26.75,924.375,-59.5,6.007068765,344.1796875
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,26.75,924.375,-60,3.540427658,22.8515625
BBBB BBBB BBBB BBBB BBBB 36D3,-2.13,1405650000000000.00 ,1,26.75,924.375,-59.5,6.056156151,346.9921875
BBBB BBBB BBBB BBBB BBBB 3161,4.06,1405650000000000.00 ,1,26.75,924.375,-60,3.436116965,16.875
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,26.75,924.375,-57,4.221515128,61.875
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,26.75,924.375,-59.5,6.050020227,346.640625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,27,924.375,-60,3.479068427,19.3359375
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,27,924.375,-57,4.129476281,56.6015625
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,27,924.375,-57,4.092660742,54.4921875
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,27,924.375,-60,3.423845119,16.171875
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,27,924.375,-59.5,6.043884304,346.2890625
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,27,924.375,-60,3.417709195,15.8203125
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,27,924.375,-57.5,4.025165587,50.625
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,27,924.375,-59.5,6.117515382,350.5078125
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,27,924.375,-60.5,3.344078118,11.6015625
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,27,924.375,-57.5,3.994485972,48.8671875
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,27,924.375,-59.5,6.099107613,349.453125
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,27,924.375,-57.5,3.95153451,46.40625
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,27,924.375,-60.5,3.344078118,11.6015625
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,27,924.375,-59.5,6.111379459,350.15625
BBBB BBBB BBBB BBBB BBBB 36D3,3.5,1405650000000000.00 ,1,27,924.375,-59.5,6.099107613,349.453125
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,27,924.375,-60.5,3.325670348,10.546875
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,27,924.375,-58,3.939262663,45.703125
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,27,924.375,-58,3.920854894,44.6484375
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,27,924.375,-59.5,6.111379459,350.15625
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,27,924.375,-60.5,3.325670348,190.546875
BBBB BBBB BBBB BBBB BBBB 36D3,2.56,1405650000000000.00 ,1,27,924.375,-59.5,6.123651305,350.859375
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,27,924.375,-60.5,3.344078118,11.6015625
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,27,924.375,-58,3.93312674,45.3515625
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,27,924.375,-59.5,6.129787228,351.2109375
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,27.25,924.375,-60.5,3.319534425,10.1953125
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,27.25,924.375,-58,3.939262663,45.703125
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,27.25,924.375,-58,3.896311201,43.2421875
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,27.25,924.375,-60.5,3.319534425,10.1953125
BBBB BBBB BBBB BBBB BBBB 36D3,4.38,1405650000000000.00 ,1,27.25,924.375,-59.5,6.086835766,348.75
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,27.25,924.375,-58,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 36D3,-0.56,1405650000000000.00 ,1,27.25,924.375,-59.5,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,27.25,924.375,-60.5,3.337942194,11.25
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,27.25,924.375,-60.5,3.319534425,10.1953125
BBBB BBBB BBBB BBBB BBBB 3121,3.19,1405650000000000.00 ,1,27.25,924.375,-58,3.877903432,42.1875
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,27.25,924.375,-59.5,6.123651305,350.859375
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,27.25,924.375,-60.5,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,27.25,924.375,-58,3.890175278,42.890625
BBBB BBBB BBBB BBBB BBBB 36D3,2.56,1405650000000000.00 ,1,27.25,924.375,-59.5,6.123651305,350.859375
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,27.25,924.375,-59,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3121,3.19,1405650000000000.00 ,1,27.25,924.375,-58,3.877903432,42.1875
BBBB BBBB BBBB BBBB BBBB 3161,-1.19,1405650000000000.00 ,1,27.25,924.375,-60.5,3.319534425,10.1953125
BBBB BBBB BBBB BBBB BBBB 3121,4.06,1405650000000000.00 ,1,27.25,924.375,-58,3.871767509,41.8359375
BBBB BBBB BBBB BBBB BBBB 36D3,2.56,1405650000000000.00 ,1,27.25,924.375,-59.5,6.105243536,349.8046875
BBBB BBBB BBBB BBBB BBBB 3161,2.88,1405650000000000.00 ,1,27.25,924.375,-60.5,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,27.25,924.375,-59.5,6.123651305,350.859375
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,27.25,924.375,-60.5,3.325670348,10.546875
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,27.25,924.375,-58,3.877903432,42.1875
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,27.5,924.375,-60.5,3.319534425,10.1953125
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,27.5,924.375,-59.5,6.129787228,351.2109375
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,27.5,924.375,-58,3.877903432,222.1875
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,27.5,924.375,-60.5,3.325670348,10.546875
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,27.5,924.375,-58,3.908583048,43.9453125
BBBB BBBB BBBB BBBB BBBB 36D3,-2.13,1405650000000000.00 ,1,27.5,924.375,-59.5,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,27.5,924.375,-58,3.896311201,43.2421875
BBBB BBBB BBBB BBBB BBBB 3161,-0.88,1405650000000000.00 ,1,27.5,924.375,-60.5,3.337942194,11.25
BBBB BBBB BBBB BBBB BBBB 36D3,3.5,1405650000000000.00 ,1,27.5,924.375,-59.5,6.099107613,349.453125
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,27.5,924.375,-59.5,6.105243536,349.8046875
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,27.5,924.375,-60.5,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,27.5,924.375,-57.5,3.884039355,42.5390625
BBBB BBBB BBBB BBBB BBBB 3161,-0.56,1405650000000000.00 ,1,27.5,924.375,-60.5,3.344078118,11.6015625
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,27.5,924.375,-58,3.871767509,221.8359375
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,27.5,924.375,-59.5,6.092971689,349.1015625
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,27.5,924.375,-58,3.877903432,42.1875
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,27.5,924.375,-60.5,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,27.5,924.375,-59.5,6.123651305,350.859375
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,27.5,924.375,-57.5,3.884039355,42.5390625
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,27.5,924.375,-59.5,6.099107613,349.453125
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,27.5,924.375,-60.5,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,27.5,924.375,-58,3.896311201,43.2421875
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,27.5,924.375,-60.5,3.307262579,189.4921875
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,27.5,924.375,-59.5,6.099107613,349.453125
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,27.75,924.375,-59.5,6.117515382,350.5078125
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,27.75,924.375,-60.5,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,27.75,924.375,-58,3.896311201,43.2421875
BBBB BBBB BBBB BBBB BBBB 3121,3.19,1405650000000000.00 ,1,27.75,924.375,-58,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,27.75,924.375,-60.5,3.307262579,9.4921875
